Poop Vial ID,Field Poop Vial ID,Duplicate Sample?,Poop Time,FCM Analyzed?,FAM Analyzed?,Sample extracted if Two Samples,Extra Fecal Sample?,MeOH extraction volume (uL),EIA Lab,EIA done by,Date Cort EIA,Date Androgen EIA,Cort Dilution,Androgen Dilution,Cort Volume used,Androgen Volume Used,Cort Concentration,Cort CV,Cort Repeat?,Date Cort repeated,Cort Repeat Dilution,Cort Repeat Volume Used,Repeat Cort Concentration,Repeat Cort CV,Cort Final Concentration,Androgen Final Concentration,Androgen CV,Cort EIA Plate ID Run 1,Cort EIA Plate ID Repeat,Androgen EIA Plate ID,Cort High CV?,Androgen High CV?,BJD Repeated for Cort,,,,,,,,,,,,,,,,,,
P3171,,,,Yes,Yes,,,1000,Boonstra,BJD,9-Apr-09,,9,9,1.6,10,42.258,,,,,,,,42.258,21.198,,C.LTGrid.2008.9,,T.LTGrid.2008.9,,,,,,,,,,,,,,,,,,,,,
P3175 ,,,,Yes,Yes,,,1000,Boonstra,BJD,13-Apr-09,,9,9,1.6,10,10.851,,,,,,,,10.851,6.332,,C.LTGrid.2008.12,,T.LTGrid.2008.12,,,,,,,,,,,,,,,,,,,,,
P3184,,,,,Yes,,,1000,Boonstra,BJD,,,32.33333333,9,,10,,,,,,,,,,6.879,,,,T.LTGrid.2008.13,,,,,,,,,,,,,,,,,,,,,
P3186,,,,Yes,Yes,,,1000,Boonstra,BJD,9-Apr-09,,9,9,1.6,10,32.847,,,,,,,,32.847,5.709,,C.LTGrid.2008.8,,T.LTGrid.2008.8,,,,,,,,,,,,,,,,,,,,,
P3188,,,,,Yes,,,1000,Boonstra,BJD,,,32.33333333,9,,10,,,,,,,,,,3.593,,,,T.LTGrid.2008.15,,,,,,,,,,,,,,,,,,,,,
P3191,,,,,Yes,,,1000,Boonstra,BJD,,,32.33333333,9,,10,,,,,,,,,,5.716,,,,T.LTGrid.2008.15,,,,,,,,,,,,,,,,,,,,,
P3203,,,,,Yes,,,1000,Boonstra,BJD,,,32.33333333,9,,10,,,,,,,,,,8.837,,,,T.LTGrid.2008.13,,,,,,,,,,,,,,,,,,,,,
P3221,,,,Yes,Yes,,,1000,Boonstra,BJD,9-Apr-09,,9,9,1.6,10,9.949,,,,,,,,9.949,6.126,,C.LTGrid.2008.9,,T.LTGrid.2008.9,,,,,,,,,,,,,,,,,,,,,
P3229,,,,Yes,Yes,,,1000,Boonstra,BJD,9-Apr-09,,9,9,1.6,10,98.39,,,,,,,,98.39,13.893,,C.LTGrid.2008.9,,T.LTGrid.2008.9,,,,,,,,,,,,,,,,,,,,,
P3235,,,,Yes,Yes,,,1000,Boonstra,BJD,22-May-11,5/12/11,32.33333333,9,5.6,10,10.759,2.8,Yes,5/15/11,68.66666667,10,6.216,1.3,10.759,3.527,9.3,C.2011.7,,T.2011.3,,,,,,,,,,,,,,,,,,,,,
P3236,,,,Yes,Yes,,,1000,Boonstra,BJD,9-Apr-09,,9,9,1.6,10,23.007,,,,,,,,23.007,13.618,,C.LTGrid.2008.9,,T.LTGrid.2008.9,,,,,,,,,,,,,,,,,,,,,
P3243,,,,Yes,Yes,,,1000,Boonstra,BJD,1-Jun-11,,32.33333333,9,5.6,10,19.57,12.7,,,,,,,19.57,10.463,,C.2011.56,,T.LTGrid.2008.4,,,,,,,,,,,,,,,,,,,,,
P3247 ,,,,Yes,Yes,,,1000,Boonstra,BJD,13-Apr-09,,9,9,1.6,10,3.894,,,,,,,,3.894,1.265,,C.LTGrid.2008.12,,T.LTGrid.2008.12,,,,,,,,,,,,,,,,,,,,,
P3248,,,,Yes,Yes,,,1000,Boonstra,BJD,15-May-11,,32.33333333,9,10,10,15.67,9,,,,,,,15.67,4.149,,C.2011.2,,T.LTGrid.2008.15,,,,,,,,,,,,,,,,,,,,,
P3249,,,,,Yes,,,1000,Boonstra,BJD,,,32.33333333,9,,10,,,,,,,,,,4.558,,,,T.LTGrid.2008.14,,,,,,,,,,,,,,,,,,,,,
P3265,,,,Yes,Yes,,,1000,Boonstra,BJD,11-Apr-09,,9,9,1.6,10,41.184,,,,,,,,41.184,42.457,,C.LTGrid.2008.10,,T.LTGrid.2008.9,,,,,,,,,,,,,,,,,,,,,
P3268 ,,,,Yes,Yes,,,1000,Boonstra,BJD,11-Apr-09,,9,9,1.6,10,18.066,,,,,,,,18.066,6.611,,C.LTGrid.2008.7,,T.LTGrid.2008.7,,,,,,,,,,,,,,,,,,,,,
P3277,,,,Yes,Yes,,,1000,Boonstra,BJD,9-Apr-09,,9,9,1.6,10,47.496,,,,,,,,47.496,47.492,,C.LTGrid.2008.8,,T.LTGrid.2008.8,,,,,,,,,,,,,,,,,,,,,
P3281,,,,Yes,Yes,,,1000,Boonstra,BJD,11-Apr-09,,9,9,1.6,10,16.394,,,,,,,,16.394,10.003,,C.LTGrid.2008.5,,T.LTGrid.2008.5,,,,,,,,,,,,,,,,,,,,,
P3285 ,,,,Yes,Yes,,,1000,Boonstra,BJD,1-Jun-11,5/12/11,32.33333333,9,5.6,10,18.028,10.4,,,,,,,18.028,13.516,4.6,C.2011.57,,T.2011.2,,,,,,,,,,,,,,,,,,,,,
P3286,,,,Yes,Yes,,,1000,Boonstra,BJD,11-Apr-09,,9,9,1.6,10,63.382,,,,,,,,63.382,7.036,,C.LTGrid.2008.11,,T.LTGrid.2008.13,,,,,,,,,,,,,,,,,,,,,
P3288,,,,,Yes,,,1000,Boonstra,BJD,,,32.33333333,9,,10,,,,,,,,,,5.856,,,,T.LTGrid.2008.15,,,,,,,,,,,,,,,,,,,,,
P3297,,,,,Yes,,,1000,Boonstra,BJD,,,32.33333333,9,,10,,,,,,,,,,10.316,,,,T.LTGrid.2008.15,,,,,,,,,,,,,,,,,,,,,
P3303,,,,,Yes,,,1000,Boonstra,BJD,,,32.33333333,9,,10,,,,,,,,,,5.038,,,,T.LTGrid.2008.14,,,,,,,,,,,,,,,,,,,,,
P3304,,,,,Yes,,,1000,Boonstra,BJD,,,32.33333333,9,,10,,,,,,,,,,3.964,,,,T.LTGrid.2008.15,,,,,,,,,,,,,,,,,,,,,
P3310,,,,Yes,Yes,,,1000,Boonstra,BJD,11-Apr-09,,9,9,1.6,10,68.179,,,,,,,,68.179,5.83,,C.LTGrid.2008.11,,T.LTGrid.2008.11,,,,,,,,,,,,,,,,,,,,,
P3311,,,,Yes,Yes,,,1000,Boonstra,BJD,11-Apr-09,,9,9,1.6,10,31.02,,,,,,,,31.02,10.185,,C.LTGrid.2008.7,,T.LTGrid.2008.7,,,,,,,,,,,,,,,,,,,,,
P3312,,,,Yes,Yes,,,1000,Boonstra,BJD,11-Apr-09,,9,9,1.6,10,43.087,,,,,,,,43.087,29.845,,C.LTGrid.2008.7,,T.LTGrid.2008.7,,,,,,,,,,,,,,,,,,,,,
P3326 ,,,,Yes,Yes,,,1000,Boonstra,BJD,11-Apr-09,,9,9,1.6,10,39.71,,,,,,,,39.71,5.009,,C.LTGrid.2008.11,,T.LTGrid.2008.13,,,,,,,,,,,,,,,,,,,,,
P3336,,,,,Yes,,,1000,Boonstra,BJD,,,32.33333333,9,,10,,,,,,,,,,1.866,,,,T.LTGrid.2008.17,,,,,,,,,,,,,,,,,,,,,
P3339,,,,Yes,Yes,,,1000,Boonstra,BJD,11-Apr-09,,9,9,1.6,10,40.923,,,,,,,,40.923,7.717,,C.LTGrid.2008.11,,T.LTGrid.2008.13,,,,,,,,,,,,,,,,,,,,,
P3340,,,,Yes,,,,1000,Boonstra,BJD,5-Apr-09,,9,,1.6,,73.22,,,,,,,,73.22,,,C.LTGrid.2008.3,,,,,,,,,,,,,,,,,,,,,,,
P3343,,,,Yes,Yes,,,1000,Boonstra,BJD,5-Apr-09,,9,9,1.6,10,17.394,,,,,,,,17.394,7.952,,C.LTGrid.2008.4,,T.LTGrid.2008.11,,,,,,,,,,,,,,,,,,,,,
P3345,,,,Yes,Yes,,,1000,Boonstra,BJD,15-May-11,,32.33333333,9,10,10,14.911,5.4,,,,,,,14.911,6.222,,C.2011.2,,T.LTGrid.2008.15,,,,,,,,,,,,,,,,,,,,,
P3352,,,,,Yes,,,1000,Boonstra,BJD,,,32.33333333,9,,10,,,,,,,,,,10.992,,,,T.LTGrid.2008.14,,,,,,,,,,,,,,,,,,,,,
P3354,,,,,Yes,,,1000,Boonstra,BJD,,,32.33333333,9,,10,,,,,,,,,,5.985,,,,T.LTGrid.2008.13,,,,,,,,,,,,,,,,,,,,,
P3355,,,,,Yes,,,1000,Boonstra,BJD,,,32.33333333,9,,10,,,,,,,,,,7.707,,,,T.LTGrid.2008.14,,,,,,,,,,,,,,,,,,,,,
P3367,,,,,Yes,,,1000,Boonstra,BJD,,,32.33333333,9,,10,,,,,,,,,,3.198,,,,T.LTGrid.2008.14,,,,,,,,,,,,,,,,,,,,,
P3369,,,,,Yes,,,1000,Boonstra,BJD,,,32.33333333,9,,10,,,,,,,,,,4.792,,,,T.LTGrid.2008.13,,,,,,,,,,,,,,,,,,,,,
P3378,,,,,Yes,,,1000,Boonstra,BJD,,,32.33333333,9,,10,,,,,,,,,,1.531,,,,T.LTGrid.2008.17,,,,,,,,,,,,,,,,,,,,,
P3382,,,,Yes,Yes,,,1000,Boonstra,BJD,1-Jun-11,,32.33333333,9,5.6,10,35.038,8.6,,,,,,,35.038,9.062,,C.2011.56,,T.LTGrid.2008.12,,,,,,,,,,,,,,,,,,,,,
P3411,,,,Yes,Yes,,,1000,Boonstra,BJD,1-Jun-11,,32.33333333,9,5.6,10,25.276,,,,,,,,25.276,12.596,,C.2011.56,,T.LTGrid.2008.12,,,,,,,,,,,,,,,,,,,,,
P3417,,,,Yes,Yes,,,1000,Boonstra,BJD,9-Apr-09,,9,9,1.6,10,62.686,,,,,,,,62.686,12.205,,C.LTGrid.2008.8,,T.LTGrid.2008.8,,,,,,,,,,,,,,,,,,,,,
P3418,,,,,Yes,,,1000,Boonstra,BJD,,,32.33333333,9,,10,,,,,,,,,,10.465,,,,T.LTGrid.2008.13,,,,,,,,,,,,,,,,,,,,,
P3431,,,,Yes,Yes,,,1000,Boonstra,BJD,11-Apr-09,,9,9,1.6,10,40.725,,,,,,,,40.725,14.61,,C.LTGrid.2008.7,,T.LTGrid.2008.7,,,,,,,,,,,,,,,,,,,,,
P3434 ,,,,Yes,Yes,,,1000,Boonstra,BJD,1-Jun-11,5/13/11,32.33333333,9,5.6,10,16.595,31.4,Yes,,,,,,16.595,15.54,3.1,C.2011.57,,T.2011.8,Y,,,,,,,,,,,,,,,,,,,,
P3435,,,,,Yes,,,1000,Boonstra,BJD,,,32.33333333,9,,10,,,,,,,,,,7.514,,,,T.LTGrid.2008.14,,,,,,,,,,,,,,,,,,,,,
P3438,,,,Yes,Yes,,,1000,Boonstra,BJD,11-Apr-09,,9,9,1.6,10,56.289,,,,,,,,56.289,6.275,,C.LTGrid.2008.11,,T.LTGrid.2008.13,,,,,,,,,,,,,,,,,,,,,
P3442,,,,,Yes,,,1000,Boonstra,BJD,,,32.33333333,9,,10,,,,,,,,,,7.138,,,,T.LTGrid.2008.14,,,,,,,,,,,,,,,,,,,,,
P3443,,,,Yes,Yes,,,1000,Boonstra,BJD,1-Apr-09,,9,9,1.6,10,35.006,,,,,,,,35.006,4.089,,C.LTGrid.2008.mixed,,T.LTGrid.2008.2 (mixed),,,,,,,,,,,,,,,,,,,,,
P3444 ,,,,Yes,Yes,,,1000,Boonstra,BJD,1-Jun-11,,32.33333333,9,5.6,10,13.009,15.5,,,,,,,13.009,3.254,,C.2011.56,,T.LTGrid.2008.12,,,,,,,,,,,,,,,,,,,,,
P3462,,,,,Yes,,,1000,Boonstra,BJD,,,32.33333333,9,5.6,10,,1.7,,,,,,,,3.726,,C.2011.56,,T.LTGrid.2008.15,,,,,,,,,,,,,,,,,,,,,
P3481,,,,Yes,Yes,,,1000,Boonstra,BJD,9-Apr-09,,9,9,1.6,10,24.266,,,,,,,,24.266,8.602,,C.LTGrid.2008.9,,T.LTGrid.2008.9,,,,,,,,,,,,,,,,,,,,,
P3483,,,,,Yes,,,1000,Boonstra,BJD,,,32.33333333,9,,10,,,,,,,,,,4.03,,,,T.LTGrid.2008.15,,,,,,,,,,,,,,,,,,,,,
P3495,,,,Yes,Yes,,,1000,Boonstra,BJD,11-Apr-09,,9,9,1.6,10,49.175,,,,,,,,49.175,12.857,,C.LTGrid.2008.7,,T.LTGrid.2008.7,,,,,,,,,,,,,,,,,,,,,
P3498 ,,,,Yes,Yes,,,1000,Boonstra,BJD,11-Apr-09,,9,9,1.6,10,9.53,,,,,,,,9.53,11.14,,C.LTGrid.2008.5,,T.LTGrid.2008.5,,,,,,,,,,,,,,,,,,,,,
P3499,,,,Yes,Yes,,,1000,Boonstra,BJD,5-Apr-09,,9,9,1.6,10,12.658,,,,,,,,12.658,18.477,,C.LTGrid.2008.3,,T.LTGrid.2008.3,,,,,,,,,,,,,,,,,,,,,
P3502 P2111,,,,Yes,Yes,,,1000,Boonstra,BJD,9-Apr-09,,9,9,1.6,10,15.453,,,,,,,,15.453,6.898,,C.LTGrid.2008.8,,T.LTGrid.2008.8,,,,,,,,,,,,,,,,,,,,,
P3508 ,,,,Yes,Yes,,,1000,Boonstra,BJD,9-Apr-09,,9,9,1.6,10,15.459,,,,,,,,15.459,8.69,,C.LTGrid.2008.8,,T.LTGrid.2008.8,,,,,,,,,,,,,,,,,,,,,
P3509,,,,Yes,Yes,,,1000,Boonstra,BJD,9-Apr-09,,9,9,1.6,10,26.829,,,,,,,,26.829,5.366,,C.LTGrid.2008.8,,T.LTGrid.2008.8,,,,,,,,,,,,,,,,,,,,,
P3517 ,,,,Yes,Yes,,,1000,Boonstra,BJD,11-Apr-09,,9,9,1.6,10,20.255,,,,,,,,20.255,13.486,,C.LTGrid.2008.5,,T.LTGrid.2008.5,,,,,,,,,,,,,,,,,,,,,
P3518,,,,Yes,Yes,,,1000,Boonstra,BJD,11-Apr-09,,9,9,1.6,10,11.781,,,,,,,,11.781,6.3,,C.LTGrid.2008.5,,T.LTGrid.2008.5,,,,,,,,,,,,,,,,,,,,,
P3525 ,,,,Yes,Yes,,,1000,Boonstra,BJD,11-Apr-09,,9,9,1.6,10,12.594,,,,,,,,12.594,9.697,,C.LTGrid.2008.5,,T.LTGrid.2008.5,,,,,,,,,,,,,,,,,,,,,
H1419,,,,Yes,,,"DOUBLE 20-10-15 0.054, No, needle&bract",1000,Dantzer,FVK,20-Oct-15,,100,,10,,18.375,7.845,No,,100,10,,,18.375,,,10.20.15.P3,,,,,,,,,,,,,,,,,,,,,,,
B3988,,,,Yes,,,"double also 20 nov 15 0.048g. EIA on 24-11-15, Conc=12.71 CV=25.81",1000,Dantzer,FVK,22-Nov-15,,100,,10,,28.863,7.626,No,,,,,,28.863,,,11.22.15.P4,,,,,,,,,,,,,,,,,,,,,,,
B3955,,,,Yes,,,"double also 23-11 0.051, yes, bract, EIA 26-11-5 32.543, 9.769",1000,Dantzer,FVK,24-Nov-15,,100,,10,,16.099,6.018,No,,,,,,16.099,,,11.24.15.P1,,,,,,,,,,,,,,,,,,,,,,,
A0346,,,,Yes,,,"double also on 17-11-15 0.048g, No, ",1000,Dantzer,FVK,20-Nov-15,,100,,10,,9.038,6.225,No,,,,,,9.038,,,11.20.15.P4,,,,,,,,,,,,,,,,,,,,,,,
B4052,,,,Yes,,,"double also on 214-11, 0.05g, no, , EIA 26-11, 43.2, 2.7",1000,Dantzer,FVK,22-Nov-15,,100,,10,,7.038,2.714,No,,,,,,7.038,,,11.22.15.P4,,,,,,,,,,,,,,,,,,,,,,,
E0617,,,,Yes,,,"Double E0617 on 25-10-15 0.052, No, ",1000,Dantzer,FVK,3-Nov-15,,100,,10,,12.924,26.914,Yes,4-Nov-15,100,10,6.601,1.294,6.601,,,11.3.15.P3,11.4.15.P1,,,,,,,,,,,,,,,,,,,,,,
E0621,,,,Yes,,,"Double E0621 on 26-10-15 0.050, No, ",1000,Dantzer,FVK,3-Nov-15,,100,,10,,43.947,,No,4-Nov-15,100,10,71.797,24.359,62.51366667,,,11.3.15.P2,11.4.15.P1,,,,,,,,,,,,,,,,,,,,,,
B3982,,,,Yes,,,Double extract,1000,Dantzer,FVK,22-Nov-15,,100,,10,,14.342,15.858,Yes,24-Nov-15,100,10,15.937,1.831,15.937,,,11.22.15.P4,11.24.15.P1,,,,,,,,,,,,,,,,,,,,,,
P1817 ,,,,Yes,,,Double extract,1000,Dantzer,FVK,22-Nov-15,,100,,10,,15.284,3.198,No,,,,,,15.284,,,11.22.15.P2,,,,,,,,,,,,,,,,,,,,,,,
H0257,,,,Yes,,,"Double h0257 on 26-10-15 0.051g, No, bracks removed",1000,Dantzer,FVK,3-Nov-15,,100,,10,,136.057,9.004,No,,100,10,,,136.057,,,11.3.15.P2,,,,,,,,,,,,,,,,,,,,,,,
P0075,,,,Yes,,,"double p0075 on 28-10-15 0.049, Yes, leaf and needle removed",1000,Dantzer,FVK,3-Nov-15,,100,,10,,43.388,13.702,Yes,10-Nov-15,100,10,69.203,28.602,60.69625,,,11.4.15.P1,11.10.15.P1,,,,,,,,,,,,,,,,,,,,,,
B3974,,,,Yes,,,"double, also on 23-11 0.049g, no, bracts, other EIA conc=12.729, CV=17.701",1000,Dantzer,FVK,22-Nov-15,,100,,10,,13.876,6.447,No,,,,,,13.876,,,11.22.15.P4,,,,,,,,,,,,,,,,,,,,,,,
B4019,,Y,,Yes,,,"double, also on 23-11 0.053, no, , EIA 26-11, 11.85/13.814",1000,Dantzer,FVK,24-Nov-15,,100,,10,,12.935,2.648,No,,,,,,12.935,,,11.24.15.P3,,,,,,,,,,,,,,,,,,,,,,,
B4038,,,,Yes,,,"double, other also on 23-11, 0.019gm no, . EIA other conc=3.047, CV=16.335",1000,Dantzer,FVK,24-Nov-15,,100,,10,,20.801,8.559,No,,,,,,20.801,,,11.24.15.P2,,,,,,,,,,,,,,,,,,,,,,,
A0803,,,,Yes,,,double?,1000,Dantzer,FVK,20-Nov-15,,100,,10,,22.945,7.832,No,,,,,,22.945,,,11.20.15.P5,,,,,,,,,,,,,,,,,,,,,,,
A1379,,,,Yes,,,double?,1000,Dantzer,FVK,20-Nov-15,,100,,10,,8.747,0.651,No,,,,,,8.747,,,11.20.15.P5,,,,,,,,,,,,,,,,,,,,,,,
B0850,,,,Yes,,,Double?,1000,Dantzer,FVK,13-Nov-15,,100,,10,,52.544,1.683,No,,,,,,52.544,,,11.13.15.P1,,,,,,,,,,,,,,,,,,,,,,,
B1686,,,,Yes,,,double?,1000,Dantzer,FVK,10-Nov-15,,100,,10,,9.624,5.312,No,,,,,,9.624,,,11.10.15.P4,,,,,,,,,,,,,,,,,,,,,,,
H0563,,,,Yes,,H0563,"H0563 15-10-15, 0.049, Yes, ",1000,Dantzer,FVK,17-Oct-15,,100,,10,,42.511,12.313,No,,100,10,,,42.511,,,10.17.15.P2,,,,,,,,,,,,,,,,,,,,,,,
H0576,,,,Yes,,H0576,"H0563 15-10-15, 0.049, Yes, ",1000,Dantzer,FVK,16-Oct-15,,100,,10,,35.581,2.23,No,,100,10,,,35.581,,,10.16.15.P3,,,,,,,,,,,,,,,,,,,,,,,
H0356 H0578,,,,Yes,,H0356,"H0578 15-10-15, 0.051, No, grass rfemoved",1000,Dantzer,FVK,16-Oct-15,,100,,10,,12.987,1.29,No,,100,10,,,12.987,,,10.16.15.P3,,,,,,,,,,,,,,,,,,,,,,,
K1663,,,,Yes,,,N,1000,Dantzer,FVK,8-Dec-16,,100,,10,,6.459,1.194,Yes,15-Feb-17,,,10.605,13.218,8.532,,,12.7.16.P2,2.15.17.P2,,,,,,,,,,,,,,,,,,,,,,
A0749,,,,Yes,,,Yes,1000,Dantzer,FVK,10-Nov-15,,100,,10,,6.013,35.891,Yes,12-Nov-15,100,10,5.083,25.002,5.54775,,,11.10.15.P4,11.12.15.P2,,Y,,,,,,,,,,,,,,,,,,,,
B0418,,,,Yes,,,Yes,1000,Dantzer,FVK,12-Nov-15,,100,,10,,2.859,26.017,Yes,24-Nov-15,100,10,12.492,2.722,12.492,,,11.12.15.P2,11.24.15.P1,,,,,,,,,,,,,,,,,,,,,,
B1542,,,,Yes,,,Yes,1000,Dantzer,FVK,13-Nov-15,,100,,10,,2.79,4.93,No,,,,,,2.79,,,11.13.15.P3,,,,,,,,,,,,,,,,,,,,,,,
B1687,,,,Yes,,,Yes,1000,Dantzer,FVK,12-Nov-15,,100,,10,,27.527,11.416,No,,,,,,27.527,,,11.12.15.P2,,,,,,,,,,,,,,,,,,,,,,,
B2356,,,,Yes,,,Yes,1000,Dantzer,FVK,13-Nov-15,,100,,10,,10.418,5.851,No,,,,,,10.418,,,11.13.15.P4,,,,,,,,,,,,,,,,,,,,,,,
B4019,,Y,,Yes,,,Yes,1000,Dantzer,FVK,24-Nov-15,,100,,10,,12.935,2.648,No,,,,,,12.935,,,11.24.15.P3,,,,,,,,,,,,,,,,,,,,,,,
H0880,,,,Yes,,,Yes,1000,Dantzer,FVK,28-Oct-15,,100,,10,,8.687,11.637,No,31-Oct-15,100,10,3.166,5.007,3.166,,,10.28.15.P3,10.31.15.P2,,,,,,,,,,,,,,,,,,,,,,
B2918; B2892,,,,Yes,,,Yes - B2892,1000,Dantzer,FVK,24-Nov-15,,100,,10,,19.928,1.559,No,,,,,,19.928,,,11.24.15.P2,,,,,,,,,,,,,,,,,,,,,,,
H0250 H01488,,,,Yes,,H0250,,1000,Dantzer,FVK,18-Oct-15,,100,,10,,19.982,5.462,No,,,,,,19.982,,,10.18.15.P1,,,,,,,,,,,,,,,,,,,,,,,
H0258 H0668,,,,Yes,,H0258,,1000,Dantzer,FVK,17-Oct-15,,100,,10,,151.36,12.405,No,,,,,,151.36,,,10.17.15.P1,,,,,,,,,,,,,,,,,,,,,,,
H0262,,,,Yes,,H0262,,1000,Dantzer,FVK,17-Oct-15,,100,,10,,35.863,7.698,No,,100,10,,,35.863,,,10.17.15.P2,,,,,,,,,,,,,,,,,,,,,,,
H0267,,,,Yes,,H0267,,1000,Dantzer,FVK,17-Oct-15,,100,,10,,8.533,15.875,Yes,28-Oct-15,100,10,13.787,6.369,13.787,,,10.17.15.P2,,,,,,,,,,,,,,,,,,,,,,,
H0298 H0269,,,,Yes,,H0269,,1000,Dantzer,FVK,18-Oct-15,,100,,10,,12.166,8.089,No,,,,,,12.166,,,10.18.15.P3,,,,,,,,,,,,,,,,,,,,,,,
H0588 H0272,,,,Yes,,H0272,,1000,Dantzer,FVK,17-Oct-15,,100,,10,,15.3,51.996,Yes,18-Oct-15,100,10,15.57,15.585,15.435,,,10.17.15.P1,10.18.15.P3,,,,,,,,,,,,,,,,,,,,,,
H0273,,,,Yes,,H0273,,1000,Dantzer,FVK,14-Oct-15,,100,,10,,6.23,11.367,No,,,,,,6.23,,,10.14.15.P2,,,,,,,,,,,,,,,,,,,,,,,
H0274 H0287,,,,Yes,,H0274,,1000,Dantzer,FVK,18-Oct-15,,100,,10,,13.149,5.368,No,,100,10,,,13.149,,,10.18.15.P1,,,,,,,,,,,,,,,,,,,,,,,
H0283 H0588,,,,Yes,,H0283,,1000,Dantzer,FVK,18-Oct-15,,100,,10,,6.966,9.572,No,,,,,,6.966,,,10.18.15.P3,,,,,,,,,,,,,,,,,,,,,,,
H0286 H0617,,,,Yes,,H0286,,1000,Dantzer,FVK,16-Oct-15,,100,,10,,11.115,13.083,No,,,,,,11.115,,,10.16.15.P3,,,,,,,,,,,,,,,,,,,,,,,
H0306,,,,Yes,,H0306,,1000,Dantzer,FVK,16-Oct-15,,100,,10,,8.223,7.996,No,,,,,,8.223,,,10.16.15.P2,,,,,,,,,,,,,,,,,,,,,,,
H0312,,,,Yes,,H0312,,1000,Dantzer,FVK,16-Oct-15,,100,,10,,19.189,7.837,No,,,,,,19.189,,,10.16.15.P1,,,,,,,,,,,,,,,,,,,,,,,
H0314 H0606,,,,Yes,,H0314,,1000,Dantzer,FVK,16-Oct-15,,100,,10,,21.8,0.704,No,,100,10,,,21.8,,,10.16.15.P2,,,,,,,,,,,,,,,,,,,,,,,
H0315 H0358,,,,Yes,,H0315,,1000,Dantzer,FVK,16-Oct-15,,100,,10,,9.336,3.226,No,,,,,,9.336,,,10.16.15.P3,,,,,,,,,,,,,,,,,,,,,,,
H0318 H0354,,,,Yes,,H0318,,1000,Dantzer,FVK,17-Dec-15,,100,,10,,16.899,0.118,No,,,,,,16.899,,,12.17.15.P3,,,,,,,,,,,,,,,,,,,,,,,
H0319 H0806,,,,Yes,,H0319,,1000,Dantzer,FVK,21-Oct-15,,100,,10,,8.229,1.655,No,,100,10,,,8.229,,,10.21.15.P3,,,,,,,,,,,,,,,,,,,,,,,
H0321,,,,Yes,,H0321,,1000,Dantzer,FVK,16-Oct-15,,100,,10,,26.542,2.046,No,,,,,,26.542,,,10.16.15.P3,,,,,,,,,,,,,,,,,,,,,,,
H0329,,,,Yes,,H0329,,1000,Dantzer,FVK,16-Oct-15,,100,,10,,8.772,6.316,No,,,,,,8.772,,,10.16.15.P3,,,,,,,,,,,,,,,,,,,,,,,
H0334 H0552,,,,Yes,,H0334,,1000,Dantzer,FVK,16-Oct-15,,100,,10,,8.303,14.343,No,,100,10,,,8.303,,,10.16.15.P2,,,,,,,,,,,,,,,,,,,,,,,
H0344 H0316,,,,Yes,,H0344,,1000,Dantzer,FVK,14-Oct-15,,100,,10,,10.704,3.615,No,,,,,,10.704,,,10.14.15.P3,,,,,,,,,,,,,,,,,,,,,,,
H0345,,,,Yes,,H0345,,1000,Dantzer,FVK,20-Oct-15,,100,,10,,10.827,4.228,No,,,,,,10.827,,,10.20.15.P2,,,,,,,,,,,,,,,,,,,,,,,
H0348,,,,Yes,,H0348,,1000,Dantzer,FVK,16-Oct-15,,100,,10,,16.062,2.541,No,,,,,,16.062,,,10.16.15.P3,,,,,,,,,,,,,,,,,,,,,,,
H0270 H0350,,,,Yes,,H0350,,1000,Dantzer,FVK,14-Oct-15,,100,,10,,10.504,67.954,Yes,20-Oct-15,100,10,10.124,5.059,10.124,,,10.14.15.P3,10.20.15.P1,,,,,,,,,,,,,,,,,,,,,,
H0365 and H0381,,,,Yes,,H0365,,1000,Dantzer,FVK,31-Oct-15,,100,,10,,14.824,5.75,No,,100,10,,,14.824,,,10.31.15.P3,,,,,,,,,,,,,,,,,,,,,,,
H0409 H0368,,,,Yes,,H0368,,1000,Dantzer,FVK,28-Oct-15,,100,,10,,7.425,13.887,No,,100,10,,,7.425,,,10.28.15.P2,,,,,,,,,,,,,,,,,,,,,,,
H0372 H0402,,,,Yes,,H0372,,1000,Dantzer,FVK,16-Oct-15,,100,,10,,12.266,5.655,No,,,,,,12.266,,,10.16.15.P1,,,,,,,,,,,,,,,,,,,,,,,
H0388,,,,Yes,,H0388,,1000,Dantzer,FVK,16-Oct-15,,100,,10,,9.742,4.064,No,,,,,,9.742,,,10.16.15.P1,,,,,,,,,,,,,,,,,,,,,,,
H0394,,,,Yes,,H0394,,1000,Dantzer,FVK,18-Oct-15,,100,,10,,33.13,16.088,Yes,20-Oct-15,100,10,46.824,0.255,46.824,,,10.18.15.P2,10.20.15.P1,,,,,,,,,,,,,,,,,,,,,,
H0397,,,,Yes,,H0397,,1000,Dantzer,FVK,16-Oct-15,,100,,10,,6.383,0.891,No,,,,,,6.383,,,10.16.15.P2,,,,,,,,,,,,,,,,,,,,,,,
H0411 H0445,,,,Yes,,H0411,,1000,Dantzer,FVK,31-Oct-15,,100,,10,,28.43,12.727,No,,100,10,,,28.43,,,10.31.15.P3,,,,,,,,,,,,,,,,,,,,,,,
H0404 and H0417,,,,Yes,,h0417,,1000,Dantzer,FVK,3-Nov-15,,100,,10,,31.861,4.283,No,,100,10,,,31.861,,,11.3.15.P2,,,,,,,,,,,,,,,,,,,,,,,
